submission_id,problem_id,user_id,date,language,original_language,filename_ext,status,cpu_time,memory,code_size,accuracy
s560197004,p03242,u428341537,1600956622,Python,Python (3.8.2),py,Accepted,26,9088,72,
s103926596,p03242,u873190923,1600561841,Python,PyPy3 (7.3.0),py,Accepted,159,76976,2809,
s817777565,p03242,u492910842,1598134421,Python,PyPy3 (7.3.0),py,Accepted,63,61752,24,
s470522967,p03242,u432453907,1597457431,Python,Python (3.8.2),py,Accepted,30,9124,156,
s250982987,p03242,u095094246,1597176027,Python,Python (3.8.2),py,Accepted,27,8976,66,
s834278554,p03242,u226779434,1597009618,Python,Python (3.8.2),py,Accepted,29,9100,121,
s015324673,p03242,u794544096,1596665047,Python,PyPy3 (7.3.0),py,Accepted,63,61800,129,
s002196765,p03242,u754511616,1596341857,Python,Python (3.8.2),py,Wrong Answer,26,9116,119,
s762163706,p03242,u185806788,1594367885,Python,Python (3.8.2),py,Runtime Error,22,9136,22,
s442793536,p03242,u047931063,1593935133,Python,PyPy3 (7.3.0),py,Wrong Answer,61,61432,114,
s267877124,p03242,u277920185,1593745396,Python,Python (3.8.2),py,Accepted,27,9016,90,
s820845857,p03242,u239528020,1593656984,Python,Python (3.8.2),py,Accepted,27,9076,191,
s877279233,p03242,u729119068,1593268339,Python,Python (3.8.2),py,Accepted,27,9012,69,
s312821860,p03242,u049182844,1592925282,Python,Python (3.8.2),py,Accepted,24,8980,150,
s003010508,p03242,u052838115,1592874875,Python,Python (3.8.2),py,Accepted,27,8960,121,
s080437616,p03242,u033642300,1592857340,Python,Python (3.8.2),py,Accepted,25,9104,185,
s466713683,p03242,u671211357,1592707112,Python,Python (3.8.2),py,Accepted,25,8952,120,
s683795844,p03242,u757274384,1591644789,Python,Python (3.4.3),py,Accepted,17,2940,94,
s845695401,p03242,u028014940,1590864758,Python,Python (3.4.3),py,Accepted,17,2940,135,
s923368414,p03242,u294721290,1590817693,Python,Python (3.4.3),py,Accepted,17,2940,24,
s277369380,p03242,u247211039,1590299676,Python,Python (3.4.3),py,Accepted,17,2940,86,
s044157015,p03242,u671060652,1589737780,Python,PyPy3 (2.4.0),py,Accepted,292,64748,203,
s183171705,p03242,u628581330,1589678386,Python,Python (3.4.3),py,Accepted,17,2940,30,
s469316372,p03242,u642883360,1589619956,Python,PyPy3 (2.4.0),py,Accepted,168,38256,74,
s335743307,p03242,u760831084,1588987756,Python,Python (3.4.3),py,Accepted,18,2940,36,
s180659646,p03242,u737758066,1588613049,Python,Python (3.4.3),py,Accepted,17,2940,135,
s799247931,p03242,u756420279,1588552287,Python,Python (3.4.3),py,Accepted,17,2940,134,
s811841256,p03242,u057415180,1588197149,Python,Python (3.4.3),py,Runtime Error,17,2940,119,
s299128887,p03242,u277641173,1588128039,Python,Python (3.4.3),py,Accepted,17,2940,107,
s810326426,p03242,u464205401,1587872739,Python,Python (3.4.3),py,Accepted,17,2940,65,
s299743354,p03242,u106181248,1587782381,Python,PyPy3 (2.4.0),py,Accepted,167,38256,132,
s990028023,p03242,u033272694,1587498452,Python,PyPy3 (2.4.0),py,Accepted,162,38256,149,
s617938880,p03242,u301624971,1586570007,Python,Python (3.4.3),py,Accepted,17,2940,147,
s079710941,p03242,u444722572,1585712822,Python,Python (3.4.3),py,Runtime Error,17,2940,97,
s818229131,p03242,u254871849,1585612787,Python,Python (3.4.3),py,Accepted,17,3064,177,
s764311500,p03242,u151005508,1585594731,Python,PyPy3 (2.4.0),py,Accepted,191,38384,150,
s280678199,p03242,u440129511,1585370099,Python,Python (3.4.3),py,Wrong Answer,17,2940,55,
s066754355,p03242,u089142196,1584767722,Python,Python (3.4.3),py,Accepted,17,2940,29,
s611849683,p03242,u181668771,1583885977,Python,Python (3.4.3),py,Accepted,17,2940,31,
s167003777,p03242,u721970149,1582503361,Python,Python (3.4.3),py,Accepted,17,2940,31,
s397065146,p03242,u287920108,1582495152,Python,Python (3.4.3),py,Accepted,17,2940,133,
s452354355,p03242,u467307100,1582291597,Python,Python (3.4.3),py,Accepted,17,2940,74,
s248382056,p03242,u497952650,1581514863,Python,Python (3.4.3),py,Accepted,17,3064,133,
s605605467,p03242,u124498235,1581387319,Python,Python (3.4.3),py,Accepted,17,2940,157,
s956358784,p03242,u408375121,1581116744,Python,Python (3.4.3),py,Accepted,17,2940,98,
s866934486,p03242,u107091170,1579880022,Python,Python (3.4.3),py,Accepted,17,2940,91,
s899456352,p03242,u714642969,1579394667,Python,PyPy3 (2.4.0),py,Accepted,175,38384,243,
s581823030,p03242,u624689667,1579373811,Python,PyPy3 (2.4.0),py,Accepted,183,38384,141,
s699196778,p03242,u368796742,1579317360,Python,Python (3.4.3),py,Accepted,17,2940,92,
s292264010,p03242,u072717685,1578893118,Python,Python (3.4.3),py,Wrong Answer,17,2940,145,
s734457381,p03242,u823044869,1578501068,Python,Python (3.4.3),py,Accepted,17,2940,114,
