submission_id,problem_id,user_id,date,language,original_language,filename_ext,status,cpu_time,memory,code_size,accuracy
s972149855,p03001,u657611449,1600705531,Python,Python (3.8.2),py,Accepted,27,8968,195,
s518636156,p03001,u674588203,1600012758,Python,Python (3.8.2),py,Wrong Answer,25,9168,176,
s026892698,p03001,u321605735,1599556898,Python,Python (3.8.2),py,Runtime Error,25,9172,393,
s346849701,p03001,u321605735,1599556474,Python,Python (3.8.2),py,Runtime Error,26,9132,418,
s843295448,p03001,u931394483,1599353952,Python,Python (3.8.2),py,Wrong Answer,26,9172,127,
s559382710,p03001,u852690916,1599284531,Python,PyPy3 (7.3.0),py,Accepted,63,61984,267,
s276083841,p03001,u968404618,1598216215,Python,Python (3.8.2),py,Wrong Answer,25,9208,236,
s304338891,p03001,u644907318,1598210802,Python,PyPy3 (7.3.0),py,Wrong Answer,68,61688,47,
s537395760,p03001,u896588506,1598111078,Python,PyPy3 (7.3.0),py,Accepted,88,74672,446,
s632590194,p03001,u322187839,1597270122,Python,Python (3.8.2),py,Accepted,27,9104,127,
s940741654,p03001,u703528810,1597186901,Python,Python (3.8.2),py,Accepted,29,9088,137,
s861911332,p03001,u703528810,1597186138,Python,Python (3.8.2),py,Wrong Answer,29,9140,153,
s927747613,p03001,u248364740,1596786386,Python,Python (3.8.2),py,Wrong Answer,30,9196,440,
s805368492,p03001,u437351386,1596457291,Python,Python (3.8.2),py,Wrong Answer,27,9108,118,
s161356379,p03001,u437351386,1596457054,Python,Python (3.8.2),py,Wrong Answer,28,9048,105,
s160299502,p03001,u785213188,1595452075,Python,Python (3.8.2),py,Wrong Answer,31,9124,107,
s637525995,p03001,u596505843,1594936447,Python,PyPy3 (7.3.0),py,Accepted,74,68640,513,
s466745570,p03001,u327465093,1594547084,Python,PyPy3 (7.3.0),py,Accepted,62,61844,119,
s870079218,p03001,u424768586,1594452141,Python,PyPy3 (7.3.0),py,Wrong Answer,99,77476,2549,
s808214847,p03001,u562015767,1594395201,Python,PyPy3 (7.3.0),py,Wrong Answer,71,61520,167,
s887474097,p03001,u486251525,1593247131,Python,PyPy3 (7.3.0),py,Wrong Answer,68,61348,182,
s166297052,p03001,u044964932,1592060839,Python,Python (3.4.3),py,Accepted,17,2940,212,
s735944495,p03001,u796842765,1591732592,Python,Python (3.4.3),py,Wrong Answer,17,3064,294,
s748211598,p03001,u555767343,1591648918,Python,PyPy3 (2.4.0),py,Accepted,162,38256,116,
s152057703,p03001,u284434653,1591219829,Python,Python (3.4.3),py,Wrong Answer,18,2940,204,
s029309498,p03001,u235376569,1590677124,Python,Python (3.4.3),py,Wrong Answer,17,2940,107,
s392066000,p03001,u106971015,1590614771,Python,Python (3.4.3),py,Accepted,18,2940,124,
s358367781,p03001,u556371693,1590571092,Python,Python (3.4.3),py,Wrong Answer,18,2940,105,
s807821839,p03001,u207799478,1590007062,Python,PyPy3 (2.4.0),py,Wrong Answer,190,38768,797,
s281813199,p03001,u241159583,1590001752,Python,Python (3.4.3),py,Wrong Answer,18,2940,105,
s389709715,p03001,u835283937,1589734254,Python,Python (3.4.3),py,Runtime Error,17,3064,484,
s214890568,p03001,u788703383,1589455905,Python,Python (3.4.3),py,Accepted,17,2940,108,
s067556953,p03001,u461833298,1589399325,Python,Python (3.4.3),py,Accepted,18,2940,152,
s791085898,p03001,u780475861,1589392410,Python,Python (3.4.3),py,Wrong Answer,17,3064,233,
s080003213,p03001,u189023301,1589376289,Python,Python (3.4.3),py,Wrong Answer,17,2940,118,
s761878904,p03001,u227085629,1589353684,Python,Python (3.4.3),py,Accepted,17,2940,100,
s574821170,p03001,u629350026,1589312189,Python,Python (3.4.3),py,Wrong Answer,17,2940,120,
s613265180,p03001,u496821919,1589238147,Python,Python (3.4.3),py,Runtime Error,17,3064,521,
s790517899,p03001,u485319545,1589101679,Python,Python (3.4.3),py,Wrong Answer,17,3064,329,
s277266547,p03001,u459150945,1588962710,Python,Python (3.4.3),py,Accepted,17,2940,126,
s511327072,p03001,u952854963,1588716026,Python,Python (3.4.3),py,Wrong Answer,17,3060,230,
s026521738,p03001,u549579601,1588364598,Python,Python (3.4.3),py,Accepted,18,2940,197,
s241385732,p03001,u644907318,1588314747,Python,PyPy3 (2.4.0),py,Wrong Answer,168,38384,216,
s625600981,p03001,u527993431,1588312755,Python,Python (3.4.3),py,Wrong Answer,17,2940,87,
s377374892,p03001,u241159583,1588312314,Python,Python (3.4.3),py,Wrong Answer,17,3060,207,
s785284207,p03001,u658987783,1588239757,Python,Python (3.4.3),py,Accepted,17,3060,144,
s272104112,p03001,u453055089,1588223913,Python,PyPy3 (2.4.0),py,Wrong Answer,179,38384,116,
s455184998,p03001,u027855659,1588168486,Python,Python (3.4.3),py,Wrong Answer,18,3064,337,
s899181974,p03001,u046158516,1587924567,Python,Python (3.4.3),py,Accepted,17,2940,95,
s302883178,p03001,u552746936,1587917263,Python,Python (3.4.3),py,Wrong Answer,17,2940,178,
s630377714,p03001,u440129511,1586968634,Python,Python (3.4.3),py,Wrong Answer,17,3060,107,
s355412892,p03001,u816631826,1586653968,Python,Python (3.4.3),py,Wrong Answer,17,2940,117,
s964222180,p03001,u700929101,1586210491,Python,Python (3.4.3),py,Accepted,17,3064,304,
s607817114,p03001,u306950978,1586207946,Python,Python (3.4.3),py,Accepted,17,2940,115,
s321420267,p03001,u323045245,1585577257,Python,Python (3.4.3),py,Accepted,17,2940,290,
s686249743,p03001,u896791216,1585520229,Python,Python (3.4.3),py,Wrong Answer,17,2940,130,
s071219813,p03001,u151005508,1585238699,Python,Python (3.4.3),py,Accepted,18,2940,99,
