submission_id,problem_id,user_id,date,language,original_language,filename_ext,status,cpu_time,memory,code_size,accuracy
s646985956,p04030,u351221036,1601401164,Python,Python (3.8.2),py,Accepted,27,8948,366,
s621197122,p04030,u317508154,1600152752,Python,Python (3.8.2),py,Accepted,29,8976,225,
s701098815,p04030,u816631826,1599625641,Python,Python (3.8.2),py,Accepted,24,9092,124,
s275588010,p04030,u607563136,1599516997,Python,Python (3.8.2),py,Accepted,28,9072,213,
s351462698,p04030,u823885866,1599338676,Python,Python (3.8.2),py,Accepted,114,27000,565,
s242551041,p04030,u282813849,1599322496,Python,Python (3.8.2),py,Wrong Answer,26,8868,123,
s565681582,p04030,u016843859,1599155765,Python,Python (3.8.2),py,Accepted,23,9024,236,
s116422573,p04030,u815763296,1599134219,Python,Python (3.8.2),py,Accepted,27,9392,253,
s691255531,p04030,u272457181,1598139318,Python,Python (3.8.2),py,Accepted,29,9100,160,
s688972411,p04030,u432453907,1598124125,Python,Python (3.8.2),py,Wrong Answer,28,9016,146,
s000253590,p04030,u814886720,1597938544,Python,Python (3.8.2),py,Runtime Error,26,9060,145,
s622229246,p04030,u070201429,1597703055,Python,PyPy3 (7.3.0),py,Accepted,64,61740,178,
s164619123,p04030,u353919145,1597671472,Python,Python (3.8.2),py,Accepted,26,9040,214,
s409658785,p04030,u745514010,1597356865,Python,Python (3.8.2),py,Accepted,29,8940,113,
s256493951,p04030,u433380437,1596392153,Python,PyPy3 (7.3.0),py,Accepted,73,61556,126,
s707829785,p04030,u123107676,1596388326,Python,Python (3.8.2),py,Runtime Error,26,9880,146,
s147324000,p04030,u123107676,1596388275,Python,Python (3.8.2),py,Wrong Answer,2206,9984,143,
s570145218,p04030,u861421280,1595492343,Python,Python (3.8.2),py,Runtime Error,28,9100,204,
s545673317,p04030,u414920281,1595379603,Python,Python (3.8.2),py,Accepted,23,8984,167,
s686042021,p04030,u623231048,1595036233,Python,Python (3.8.2),py,Accepted,28,8908,188,
s529905748,p04030,u706414019,1594814928,Python,Python (3.8.2),py,Accepted,30,9288,183,
s011236901,p04030,u316603606,1594500223,Python,Python (3.8.2),py,Wrong Answer,26,8928,217,
s959343970,p04030,u886907961,1594282472,Python,Python (3.8.2),py,Accepted,26,9024,135,
s839583416,p04030,u786020649,1594245645,Python,Python (3.8.2),py,Accepted,31,8972,106,
s096146912,p04030,u007381711,1594236880,Python,Python (3.8.2),py,Accepted,33,9340,261,
s121791865,p04030,u062999487,1594230726,Python,PyPy3 (7.3.0),py,Accepted,65,61428,237,
s559849949,p04030,u619144316,1594093173,Python,Python (3.8.2),py,Accepted,30,9324,305,
s137175755,p04030,u520018621,1593673450,Python,Python (3.8.2),py,Accepted,24,9044,135,
s037556372,p04030,u760831084,1593641898,Python,Python (3.8.2),py,Accepted,29,8956,110,
s112201099,p04030,u017050982,1593305245,Python,Python (3.8.2),py,Accepted,25,9120,143,
s517558245,p04030,u603958124,1593303123,Python,Python (3.8.2),py,Accepted,30,9004,181,
s398667105,p04030,u014333473,1592949576,Python,Python (3.8.2),py,Runtime Error,26,8880,164,
s926742193,p04030,u750651325,1591910374,Python,Python (3.4.3),py,Accepted,17,3060,338,
s821596779,p04030,u957957759,1591672837,Python,Python (3.4.3),py,Accepted,17,3060,201,
s972758247,p04030,u143051858,1591626880,Python,Python (3.4.3),py,Accepted,17,3060,200,
s727798836,p04030,u587589241,1591500455,Python,Python (3.4.3),py,Accepted,20,3316,228,
s034381940,p04030,u822179469,1591240883,Python,Python (3.4.3),py,Accepted,17,2940,340,
